,Name,EmployeeNumber,PhoneNumber,JobRole,WorkLocation,Salary,Username,Password,EmployeeManager
1392,Isaiah Dalton,1962,(465)-589-6567,Sales Executive,MN,62448,IsaDalton1962,Password123,429
1393,Laura Allen,1965,(211)-803-6749,Sales Executive,CT,49260,LauAllen1965,Password123,644
1394,Sarah Pace,1966,(346)-879-6220,Manufacturing Director,MN,116148,SarPace1966,Password123,1665
1395,Jessica Hernandez,1967,(922)-282-3086,Sales Executive,MA,67404,JesHernandez1967,Password123,1338
1396,Melinda Mueller,1968,(777)-742-3686,Sales Executive,NY,125376,MelMueller1968,Password123,329
1397,Rebecca Turner,1969,(218)-217-7549,Research Scientist,MD,34764,RebTurner1969,Password123,1256
1398,Lori Wong,1970,(147)-986-3906,Healthcare Representative,CT,71616,LorWong1970,Password123,2031
1399,John Jimenez,1971,(330)-276-6520,Healthcare Representative,MN,90120,JohJimenez1971,Password123,374
1400,Hunter Hawkins,1972,(001)-838-0095,Human Resources,MN,35892,HunHawkins1972,Password123,38
1401,Tiffany Patrick,1973,(328)-397-6070,Manager,CT,235632,TifPatrick1973,Password123,NaN
1402,Daniel Rich,1974,(186)-446-7564,Laboratory Technician,MD,13548,DanRich1974,Password123,374
1403,Terry Day,1975,(601)-097-2829,Sales Executive,CT,160092,TerDay1975,Password123,1124
1404,Ronald Clark,1976,(419)-022-9271,Research Scientist,MD,51984,RonClark1976,Password123,158
1405,Angela Smith,1979,(711)-025-5979,Research Director,CT,132372,AngSmith1979,Password123,1938
1406,Erica Navarro,1980,(291)-695-5076,Manufacturing Director,MD,53280,EriNavarro1980,Password123,905
1407,Chelsea Washington,1981,(510)-741-4060,Healthcare Representative,MD,55404,CheWashington1981,Password123,734
1408,Michael Levy,1982,(399)-989-9756,Laboratory Technician,MN,31764,MicLevy1982,Password123,597
1409,Linda Cole,1985,(593)-035-6614,Laboratory Technician,CT,75876,LinCole1985,Password123,613
1410,Susan Lee,1986,(436)-178-1676,Sales Executive,MN,68124,SusLee1986,Password123,444
1411,Robert Wood,1987,(978)-359-7020,Human Resources,MN,26244,RobWood1987,Password123,976
1412,Catherine Wolf,1989,(936)-578-1012,Laboratory Technician,MD,44976,CatWolf1989,Password123,1338
1413,Shawn Campbell,1992,(864)-982-5171,Laboratory Technician,MD,47724,ShaCampbell1992,Password123,444
1414,Tiffany Washington,1993,(566)-182-1193,Healthcare Representative,MD,103596,TifWashington1993,Password123,1204
1415,Mrs. Stacey,1994,(018)-271-0938,Laboratory Technician,MN,24096,MrsStacey1994,Password123,1116
1416,Christina Miller,1995,(259)-577-5768,Sales Executive,NY,53280,ChrMiller1995,Password123,820
1417,Yolanda Russell,1996,(131)-797-4664,Sales Representative,MN,36804,YolRussell1996,Password123,38
1418,Mason Russo,1997,(154)-452-4195,Manufacturing Director,MA,63852,MasRusso1997,Password123,1334
1419,Megan Crawford,1998,(879)-441-0549,Research Scientist,MA,64920,MegCrawford1998,Password123,226
1420,Jennifer Mills,1999,(232)-127-8480,Research Scientist,NY,33384,JenMills1999,Password123,531
1421,Nathan Ross,2000,(715)-293-1804,Research Director,MA,143484,NatRoss2000,Password123,84
1422,Joseph Johnson,2003,(897)-493-3793,Laboratory Technician,NY,31920,JosJohnson2003,Password123,597
1423,Jay Kirk,2007,(079)-337-1875,Research Scientist,MD,40500,JayKirk2007,Password123,546
1424,Joseph Meyer,2008,(720)-549-1934,Research Scientist,CT,61176,JosMeyer2008,Password123,1338
1425,James Brown,2009,(856)-307-0579,Healthcare Representative,MA,58536,JamBrown2009,Password123,153
1426,Judy Marshall,2010,(210)-103-5708,Laboratory Technician,MA,34044,JudMarshall2010,Password123,644
1427,Nathan Martinez,2012,(897)-754-2164,Laboratory Technician,NY,28872,NatMartinez2012,Password123,329
1428,David Cain,2013,(116)-904-3700,Sales Representative,CT,27228,DavCain2013,Password123,444
1429,Roy Anderson,2014,(087)-652-1930,Research Scientist,NY,49296,RoyAnderson2014,Password123,613
1430,Billy Alexander,2015,(404)-531-9154,Research Director,CT,158472,BilAlexander2015,Password123,259
1431,Devin Shaw,2016,(377)-735-6385,Sales Executive,MN,125064,DevShaw2016,Password123,1665
1432,Deborah Gonzalez,2017,(459)-604-7926,Research Director,MA,164928,DebGonzalez2017,Password123,1786
1433,Eddie Watson,2018,(961)-181-5728,Sales Executive,MN,58884,EddWatson2018,Password123,153
1434,Sara Hansen,2019,(468)-795-9239,Sales Representative,NY,41784,SarHansen2019,Password123,776
1435,Corey Benson,2020,(083)-971-3526,Research Scientist,MN,29232,CorBenson2020,Password123,1602
1436,Mary West,2021,(610)-094-2296,Sales Representative,MN,28560,MarWest2021,Password123,1336
1437,Pamela Charles,2022,(138)-631-9917,Manager,MD,233172,PamCharles2022,Password123,NaN
1438,Gary Murphy,2023,(897)-578-0209,Sales Representative,NY,21480,GarMurphy2023,Password123,1029
1439,Lori Martinez,2024,(189)-149-9261,Sales Executive,CT,91728,LorMartinez2024,Password123,410
1440,Dr. Patrick,2025,(139)-585-6716,Manufacturing Director,MN,61572,Dr.Patrick2025,Password123,1282
1441,Larry Hunter,2026,(979)-743-7641,Healthcare Representative,MA,75672,LarHunter2026,Password123,1625
1442,Danielle Green,2027,(404)-134-7156,Research Scientist,NY,57444,DanGreen2027,Password123,1866
1443,Dylan Mckenzie,2031,(469)-078-7821,Manager,MA,226560,DylMckenzie2031,Password123,NaN
1444,Randall Hamilton,2032,(319)-749-2257,Laboratory Technician,MA,28068,RanHamilton2032,Password123,1550
1445,Sophia Taylor,2034,(052)-455-8411,Manufacturing Director,CT,162840,SopTaylor2034,Password123,1029
1446,Benjamin Leach,2035,(976)-667-7059,Sales Executive,MN,80544,BenLeach2035,Password123,1866
1447,Tanner Osborne,2036,(381)-818-5709,Sales Executive,MD,64872,TanOsborne2036,Password123,546
1448,Cameron Martinez,2037,(824)-509-7836,Sales Executive,MA,107256,CamMartinez2037,Password123,731
1449,Daniel Schmidt,2038,(494)-603-1028,Research Scientist,MA,29268,DanSchmidt2038,Password123,787
1450,Annette Rosario,2040,(792)-840-5656,Human Resources,MN,106044,AnnRosario2040,Password123,549
1451,John Fisher,2041,(402)-352-9090,Sales Executive,MD,64116,JohFisher2041,Password123,1277
1452,Jeffrey Michael,2044,(521)-906-7151,Sales Executive,NY,80736,JefMichael2044,Password123,1277
1453,Traci Cole,2045,(000)-091-5723,Sales Executive,MD,79824,TraCole2045,Password123,374
1454,Patrick Stewart,2046,(624)-005-8885,Sales Executive,MN,58200,PatStewart2046,Password123,148
1455,Ashley Hernandez,2048,(932)-412-3244,Research Scientist,MA,33708,AshHernandez2048,Password123,226
1456,Robert Stewart,2049,(751)-876-5759,Healthcare Representative,MD,68268,RobStewart2049,Password123,787
1457,Troy Rivas,2051,(526)-340-6844,Research Scientist,NY,24012,TroRivas2051,Password123,1277
1458,Sara Terry,2052,(730)-474-5892,Research Scientist,MN,35724,SarTerry2052,Password123,2022
1459,Brandon Merritt,2053,(882)-910-6791,Laboratory Technician,MD,48300,BraMerritt2053,Password123,329
1460,Jonathan Lopez,2054,(239)-554-7382,Research Scientist,NY,45420,JonLopez2054,Password123,410
1461,Ryan Sullivan,2055,(230)-282-9152,Sales Executive,NY,130248,RyaSullivan2055,Password123,253
1462,Ruth Blair,2056,(327)-238-3276,Sales Executive,MN,144372,RutBlair2056,Password123,1201
1463,Carmen Braun,2057,(376)-115-5888,Manufacturing Director,MD,119232,CarBraun2057,Password123,1306
1464,Regina Clark,2060,(152)-215-3783,Sales Representative,NY,35592,RegClark2060,Password123,776
1465,Tara Castillo,2061,(628)-785-5147,Laboratory Technician,MN,30852,TarCastillo2061,Password123,428
1466,Cynthia Wright,2062,(151)-385-8022,Healthcare Representative,MA,119892,CynWright2062,Password123,1516
1467,Benjamin Yates,2064,(390)-924-7020,Manufacturing Director,CT,73704,BenYates2064,Password123,981
1468,Antonio Guerrero,2065,(255)-301-3072,Sales Executive,NY,64680,AntGuerrero2065,Password123,1740
1469,Sandra Coleman,2068,(650)-987-6156,Laboratory Technician,MD,52848,SanColeman2068,Password123,1595
